ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1_EN,ADM4ALT2_EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Akbarpur,BD50647512,,,,Patnitala,BD506475,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,34.53087364958731
Akcha,BD55949414,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,38.9048186349335
Akhailkura,BD60587413,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,27.8853568022295
Akhanagar,BD55949413,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,36.2503293754675
Akhaura Paurashava,BD20120299,,,,Akhaura,BD201202,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,4.893117168344681
Akkelpur Paurashava,BD50381399,,,,Akkelpur,BD503813,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,16.8571952087161
Akter Char,BD30298415,,,,Sadarpur,BD302984,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,32.0174697409993
Akua,BD45615223,,,,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,13.5558150537925
Akubpur,BD20198110,,,,Muradnagar,BD201981,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,27.1510849163349
Aladipur,BD55273825,,,,Fulbari,BD552738,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,31.9801255544664
Alam Biditar,BD55852716,,,,Gangachara,BD558527,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,29.6720931589401
Alamdanga Paurashava,BD40180799,,,,Alamdanga,BD401807,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,9.73669308210737
Alamnagar,BD30933817,,,,Gopalpur,BD309338,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.8032885223274
Alampur,BD40507918,,,,Kushtia Sadar,BD405079,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,27.1749300425375
Alampur,BD50386115,,,,Khetlal,BD503861,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,29.0310978823311
Alampur,BD50642821,,,,Dhamoirhat,BD506428,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,41.9246978182728
Alampur,BD55859225,,,,Taraganj,BD558592,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,26.5926130078276
Alankari,BD60912010,,,,Bishwanath,BD609120,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,23.0852583733897
Alatuli,BD50706617,,,,Nawabganj Sadar,BD507066,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,42.935713999754
Alfadanga,BD30290310,,,,Alfadanga,BD302903,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.7718348325411
Algi,BD30291013,,,,Bhanga,BD302910,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,28.1168067431319
Ali Akbar Deil,BD20224513,,,,Kutubdia,BD202245,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.1353625258599
Aliabad,BD30294713,,,,Faridpur Sadar,BD302947,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,27.6748149574751
Alihat,BD55274713,,,,Hakimpur,BD552747,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,40.9822671968198
Alikadam,BD20030431,,,,Alikadam,BD200304,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,171.678331265415
Alikhong,BD20038919,,,,Rowangchhari,BD200389,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,156.536661873216
Alimabad,BD10066213,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,33.1143928223264
Alinagar,BD10091812,,,,Bhola Sadar,BD100918,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,11.7061087077999
Alinagar,BD30544011,,,,Kalkini,BD305440,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.9029403738266
Alinagar,BD50703710,,,,Gomastapur,BD507037,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,7.64075498568587
Alinagar,BD60585619,,,,Kamalganj,BD605856,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,36.2492361201693
Alinagar,BD60911711,,,,Beani Bazar,BD609117,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,23.5172527352516
Alipur,BD10785210,,,,Dashmina,BD107852,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,35.6597280025424
Alipur,BD30827612,,,,Rajbari Sadar,BD308276,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.880747120928
Alipur,BD40878216,,,,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,32.464764378923
Alipura,BD30686414,,,,Roypura,BD306864,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,9.48556086859741
Alir Tek,BD30675820,,,,Narayanganj Sadar,BD306758,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,9.345512592979839
Alirgaon,BD60914110,,,,Gowainghat,BD609141,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,88.48153555695879
Alkara,BD20193110,,,,Chauddagram,BD201931,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.5941778284296
Alokbali,BD30686020,,,,Narsingdi Sadar,BD306860,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,23.2664389502613
Alokdia,BD30935721,,,,Madhupur,BD309357,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,31.066888169259
Alokdia,BD40182311,,,,Chuadanga Sadar,BD401823,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,18.9712489912989
Alokdihi,BD55273015,,,,Chirirbandar,BD552730,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,11.3048726085328
Alokjhari,BD55276015,,,,Khansama,BD552760,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,34.7935674769937
Alowa Khowa,BD55770413,,,,Atwari,BD557704,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,37.1725636424143
Alyerapur,BD20750710,,,,Begumganj,BD207507,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,15.4488622036647
Amadi,BD40475310,,,,Koyra,BD404753,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,41.7519212882768
Amair,BD50647517,,,,Patnitala,BD506475,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,37.3763723243675
Amalsar,BD40559510,,,,Sreepur,BD405595,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,28.9178635005813
Amanullah,BD20157811,,,,Sandwip,BD201578,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,1.96978687933924
Amanullapur,BD20750712,,,,Begumganj,BD207507,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,10.8808056606387
Amarkhana,BD55777311,,,,Panchagarh Sadar,BD557773,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,33.839096444515
Amarpur,BD55273023,,,,Chirirbandar,BD552730,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,32.1857527660755
Ambaria,BD40506317,,,,Khoksa,BD405063,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,7.46568257217707
Ambaria,BD40509413,,,,Mirpur,BD405094,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,19.5526030883927
Ambarnagar,BD20758313,,,,Sonaimuri,BD207583,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.5040395143857
Ambikapur,BD30294715,,,,Faridpur Sadar,BD302947,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.625750153573
Amchia,BD20151219,,,,Boalkhali,BD201512,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,13.5616807770964
Amda,BD40578714,,,,Meherpur Sadar,BD405787,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,31.4203795383712
Amdai,BD50384717,,,,Joypurhat Sadar,BD503847,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,28.3196076766897
Amdia,BD30686021,,,,Narsingdi Sadar,BD306860,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.8928558441694
Amgaon,BD55945113,,,,Haripur,BD559451,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,33.7621599471548
Amgram,BD30548013,,,,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,39.5271176319265
Amilais,BD20158212,,,,Satkania,BD201582,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,4.44219129313787
Amin Bazar,BD30267215,,,,Savar,BD302672,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,7.883241785900871
Aminabad,BD10092515,,,,Char Fasson,BD100925,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,18.7892956436141
Amirabad,BD20154710,,,,Lohagara,BD201547,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,17.2550638900302
Amirabad,BD20309415,,,,Sonagazi,BD203094,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,26.0285660432637
Amirabari,BD45619413,,,,Trishal,BD456194,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,21.0270291183085
Amirganj,BD30686410,,,,Roypura,BD306864,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,15.0037580923112
Amirpur,BD40471211,,,,Batiaghata,BD404712,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,19.0861334668352
Amisha Para,BD20758315,,,,Sonaimuri,BD207583,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.32215259863
Amjadhat,BD20304113,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,22.5773933406077
Amjankhore,BD55940810,,,,Baliadangi,BD559408,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,37.078984140378
Amjhupi,BD40578719,,,,Meherpur Sadar,BD405787,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,62.96880783318
Amkhola,BD10785711,,,,Galachipa,BD107857,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,46.1651755114956
Amla,BD40509414,,,,Mirpur,BD405094,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,27.52769340024
Amlaba,BD30680711,,,,Belabo,BD306807,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.7173516147232
Amragachhia,BD10787613,,,,Mirzaganj,BD107876,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,30.5554098675696
Amragachhia,BD10795815,,,,Mathbaria,BD107958,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,33.3772093814365
Amrajuri,BD10794715,,,,Kawkhali,BD107947,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,13.5338699895399
Amratali,BD20196722,,,,Comilla Adarsha Sadar,BD201967,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,20.4970753677827
Amrool,BD50108516,,,,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,24.66525354145
Amta,BD30261410,,,,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,10.3667562828193
Amtail,BD45612417,,,,Haluaghat,BD456124,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,20.8851831625173
Amtail,BD60587414,,,,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,28.6841507527149
Amtala,BD45727413,,,,Netrokona Sadar,BD457274,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,25.0976316850952
Amtali,BD10040913,,,,Amtali,BD100409,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,41.1889928493414
Amtali,BD20467013,,,,Matiranga,BD204670,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,25.5706507580029
Amtali,BD20840710,,,,Baghai Chhari,BD208407,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,9.33396738187429
Amtali,BD30355113,,,,Kotali Para,BD303551,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,17.1357267640809
Amua,BD10424315,,,,Kanthalia,BD104243,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,24.7840967117175
Amura,BD60913813,,,,Golabganj,BD609138,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,20.8010608834037
Anaitara,BD30936615,,,,Mirzapur,BD309366,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,23.0431871061853
Anandapur,BD20304127,,,,Fulgazi,BD203041,Feni,BD2030,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,11.6554793666176
Anderchar,BD20758721,,,,Noakhali Sadar (Sudharam),BD207587,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,23.0605051659543
Andhar Manik,BD10066215,,,,Mehendiganj,BD100662,Barisal,BD1006,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,23.5366685918352
Andhari Jhar,BD55490613,,,,Bhurungamari,BD554906,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.7364220556936
Andikot,BD20198111,,,,Muradnagar,BD201981,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,28.7507806283061
Andiurauk,BD60367177,,,,Madhabpur,BD603671,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,20.7995042309051
Andulbaria,BD40185519,,,,Jiban Nagar,BD401855,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,35.8250963773813
Anehola,BD30932815,,,,Ghatail,BD309328,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,22.8147297501336
Angar Para,BD55276031,,,,Khansama,BD552760,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.3091632034603
Angaria,BD10785519,,,,Dumki,BD107855,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,16.3160018718267
Angaria,BD30866917,,,,Shariatpur Sadar,BD308669,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.6775304332248
Annadanagar,BD55857317,,,,Pirgachha,BD558573,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,27.2804514727341
Anowara,BD20150415,,,,Anowara,BD201504,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,8.21361295670577
Anulia,BD40870415,,,,Assasuni,BD408704,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,28.7380064007712
Aolai,BD50387410,,,,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,48.14338543371129
Aona,BD45398510,,,,Sarishabari,BD453985,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,31.9637806659218
Aorail,BD20129413,,,,Sarail,BD201294,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,27.1159746275894
Arabpur,BD40414710,,,,Kotwali,BD404147,Jessore,BD4041,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,22.8572008700552
Araibaria,BD30482713,,,,Hossainpur,BD304827,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,11.2771031613409
Araihazar,BD30670223,,,,Araihazar,BD306702,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,9.16711978712762
Araisidha,BD20123312,,,,Ashuganj,BD201233,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,6.65273036159458
Aranagar,BD50642831,,,,Dhamoirhat,BD506428,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,38.58401920144929
Aranghata,BD40472110,,,,Daulatpur,BD404721,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,3.23594063910892
Arani,BD50811021,,,,Bagha,BD508110,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,14.1569521694948
Arani Paurashava,BD50811000,,,,Bagha,BD508110,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,6.60983225066001
Arankhola,BD30935724,,,,Madhupur,BD309357,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,162.274971353029
Arbab,BD50694417,,,,Lalpur,BD506944,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,43.1785383463269
Aria,BD40503913,,,,Daulatpur,BD405039,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,33.093450235852
Aria,BD50108517,,,,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,25.1805081493658
Arial,BD30599415,,,,Tongibari,BD305994,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,16.2465661947959
Arjuna,BD30931913,,,,Bhuapur,BD309319,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,41.003207586376
Arjunpur Boromhati,BD50694457,,,,Lalpur,BD506944,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,23.0530989895828
Arjuntala,BD20758013,,,,Senbagh,BD207580,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,14.6581276844942
Arpangashia,BD10040915,,,,Amtali,BD100409,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,23.060797218116
Arpara,BD40558511,,,,Shalikha,BD405585,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,26.6072138353064
Arshi Nagar,BD30861412,,,,Bhedarganj,BD308614,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,20.9028838703296
Arua,BD30567811,,,,Shibalaya,BD305678,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,19.0455037898111
Asad Pur,BD20195415,,,,Homna,BD201954,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.5796396994277
Asekpur,BD50108518,,,,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,25.7101278878926
Asharkandi,BD60904717,,,,Jagannathpur,BD609047,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,51.3162535876896
Ashidron,BD60588315,,,,Sreemangal,BD605883,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,50.37184540995001
Ashikati,BD20132218,,,,Chandpur Sadar,BD201322,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,12.3092140503252
Ashrafpur,BD20135813,,,,Kachua,BD201358,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,21.5560728406185
Ashta Manisha,BD50761915,,,,Bhangura,BD507619,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,18.4549148168957
Ashtadhar,BD45615225,,,,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,26.6424746455942
Ashtamir Char,BD55490911,,,,Chilmari,BD554909,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,75.0971554881591
Ashugang,BD20123314,,,,Ashuganj,BD201233,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,10.9934569614404
Ashulia,BD30267218,,,,Savar,BD302672,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,27.1699671786393
Ashwadia,BD20758723,,,,Noakhali Sadar (Sudharam),BD207587,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,19.7551408914339
Asia,BD20156112,,,,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,7.04203734073368
Askarpur,BD55276416,,,,Dinajpur Sadar,BD552764,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,30.8279771137196
Aslampur,BD10092519,,,,Char Fasson,BD100925,Bhola,BD1009,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,34.3995999182028
Asma,BD45720911,,,,Barhatta,BD457209,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,30.9411044700601
Assasuni,BD40870417,,,,Assasuni,BD408704,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,34.7490780590302
Asujia,BD45724711,,,,Kendua,BD457247,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,22.5310450532169
Atabaha,BD30333213,,,,Kaliakair,BD303332,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,23.608949216947
Ataikola,BD50765516,,,,Pabna Sadar,BD507655,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,33.4355526879391
Ataikola,BD50767215,,,,Santhia,BD507672,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,38.2476063997616
Atapur,BD50387421,,,,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,36.7374252428379
Atbar Pur (Paschim Chandina),BD20192747,,,,Chandina,BD201927,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD,2015-01-01,2020-11-13,,6.88801645726542
Atgaon,BD55272113,,,,Bochaganj,BD552721,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2015-01-01,2020-11-13,,36.0784346780141
Atgaon,BD60908623,,,,Sulla,BD609086,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2015-01-01,2020-11-13,,65.2818370190818
Atghar,BD30299010,,,,Saltha,BD302990,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,28.3725257861487
Atghar Kuriana,BD10798717,,,,Nesarabad (Swarupkati),BD107987,Pirojpur,BD1079,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,19.5733837989621
Atgharia Paurashava,BD50760599,,,,Atgharia,BD507605,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,2.64034587684087
Atharabari,BD45613111,,,,Ishwarganj,BD456131,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2015-01-01,2020-11-13,,20.210697895424
Atharagashia,BD10040923,,,,Amtali,BD100409,Barguna,BD1004,Barisal,BD10,Bangladesh,BD,2015-01-01,2020-11-13,,34.4401933025852
Atharakhada,BD40555721,,,,Magura Sadar,BD405557,Magura,BD4055,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,30.304437861858
Atia,BD30932311,,,,Delduar,BD309323,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,23.0673434086348
Atigram,BD30564613,,,,Manikganj Sadar,BD305646,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,21.3682088685565
Atjuri,BD40015617,,,,Mollahat,BD400156,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,31.7482522435987
Atlia,BD40473011,,,,Dumuria,BD404730,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,41.8940276295633
Atmul,BD50109411,,,,Shibganj,BD501094,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2015-01-01,2020-11-13,,28.9010326554181
Atpara,BD30598411,,,,Sreenagar,BD305984,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD,2015-01-01,2020-11-13,,9.373087813850141
Atra Gilatala,BD40474819,,,,Khan Jahan Ali,BD404748,Khulna,BD4047,Khulna,BD40,Bangladesh,BD,2015-01-01,2020-11-13,,17.4647631552603
